1489231,Honey-Oat Pan Rolls,"[""2-1/2 to 2-3/4 cups all-purpose flour"", ""3/4 cup whole wheat flour"", ""1/2 cup old-fashioned oats"", ""2 packages (1/4 ounce each) active dry yeast"", ""1 teaspoon salt"", ""1 cup water"", ""1/4 cup honey"", ""5 tablespoons butter, divided"", ""1 large egg""]","[""In a large bowl, mix 1 cup all-purpose flour, whole wheat flour, oats, yeast and salt. In a small saucepan, heat water, honey and 4 tablespoons butter to 120\u00b0-130\u00b0. Add to dry ingredients; beat on medium speed 2 minutes. Add egg; beat on high 2 minutes. Stir in enough remaining all-purpose flour to form a soft dough (dough will be sticky)."", ""Turn dough onto a floured surface; knead until smooth and elastic, about 6-8 minutes. Place in a greased bowl, turning once to grease the top. Cover with plastic wrap and let rise in a warm place until doubled, about 1 hour."", ""Punch down dough. Turn onto a lightly floured surface; divide and shape into 24 balls. Place in a greased"", "". Cover with a kitchen towel; let rise in a warm place until doubled, about 30 minutes."", ""Preheat oven to 375\u00b0. Bake 20-22 minutes or until golden brown. Melt remaining butter; brush over rolls. Remove from pan to a wire rack.""]",www.tasteofhome.com/recipes/honey-oat-pan-rolls/,Gathered,"[""flour"", ""whole wheat flour"", ""old-fashioned oats"", ""active dry yeast"", ""salt"", ""water"", ""honey"", ""butter"", ""egg""]"
1489232,Microwave Marshmallow Fudge,"[""1 teaspoon butter"", ""1 can (16 ounces) chocolate frosting"", ""2 cups (12 ounces) semisweet chocolate chips"", ""1/2 cup chopped walnuts"", ""1/2 cup miniature marshmallows""]","[""Line a 9-in. square pan with foil and grease the foil with butter; set aside. In a microwave, melt frosting and chocolate chips; stir until smooth. Stir in walnuts; cool for 10 minutes. Stir in marshmallows. Transfer to prepared pan. Cover and refrigerate until firm."", ""Using foil, lift fudge out of pan. Discard foil; cut fudge into 1-in. squares. Store in an airtight container in the refrigerator.""]",www.tasteofhome.com/recipes/microwave-marshmallow-fudge/,Gathered,"[""butter"", ""chocolate frosting"", ""chocolate chips"", ""walnuts"", ""marshmallows""]"
1489233,Cauliflower With Buttered Crumbs,"[""1 large head cauliflower, broken into florets"", ""1/3 cup butter, cubed"", ""1 tablespoon lemon juice"", ""1/4 cup dry bread crumbs"", ""1/4 cup grated Parmesan cheese"", ""2 tablespoons minced fresh parsley"", ""1/8 teaspoon salt"", ""1/8 teaspoon pepper""]","[""Place 1 in. of water in a large saucepan; add cauliflower. Bring to a boil. Reduce heat; cover and simmer for 10-12 minutes or until crisp-tender."", ""Meanwhile, in a small heavy saucepan, cook butter over medium heat for 5 minutes or until golden brown, stirring frequently. Remove from the heat; stir in lemon juice. In a small bowl, combine the bread crumbs, cheese, parsley, salt and pepper; stir in 3 tablespoons browned butter."", ""Drain cauliflower and place in a serving dish. Drizzle with the remaining browned butter; sprinkle with bread crumb mixture.""]",www.tasteofhome.com/recipes/cauliflower-with-buttered-crumbs/,Gathered,"[""head cauliflower"", ""butter"", ""lemon juice"", ""bread crumbs"", ""Parmesan cheese"", ""parsley"", ""salt"", ""pepper""]"
1489234,Raspberry Peach Cupcakes,"[""1 cup white baking chips"", ""6 tablespoons butter, cubed"", ""1 package white cake mix (regular size)"", ""1 cup 2% milk"", ""3 eggs"", ""1 teaspoon vanilla extract"", ""1 cup fresh raspberries"", ""1/2 cup chopped peeled fresh peaches or frozen unsweetened peach slices, thawed and chopped"", ""1/2 cup butter, softened"", ""3 cups confectioners' sugar"", ""2 tablespoons lemon juice"", ""Fresh raspberries and peach pieces, optional""]","[""In a microwave, melt chips and butter; stir until smooth."", ""In a large bowl, combine the cake mix, milk, eggs, vanilla and melted chips; beat on low speed for 30 seconds. Beat on medium for 2 minutes. Fold in raspberries and peaches."", ""Fill paper-lined muffin cups three-fourths full. Bake at 350\u00b0 for 15-20 minutes or until a toothpick inserted in the center comes out clean. Cool for 10 minutes before removing from pans to wire racks to cool completely."", ""For frosting, in a small bowl, beat the butter, confectioners' sugar and lemon juice until smooth. Frost cupcakes. Top with fruit if desired.""]",www.tasteofhome.com/recipes/raspberry-peach-cupcakes/,Gathered,"[""white baking chips"", ""butter"", ""white cake"", ""milk"", ""eggs"", ""vanilla"", ""fresh raspberries"", ""peaches"", ""butter"", ""sugar"", ""lemon juice"", ""Fresh raspberries""]"
1489235,Spinach-Stuffed Steak,"[""1 package (10 ounces) frozen chopped spinach, thawed and drained"", ""1 jar (7 ounces) roasted red peppers, drained"", ""1 egg white"", ""1/2 cup seasoned bread crumbs"", ""1/4 cup grated Parmesan cheese"", ""1/4 cup sunflower kernels, toasted"", ""1 garlic clove, minced"", ""1/2 teaspoon salt"", ""1 beef flank steak (about 1-1/2 pounds)""]","[""In a bowl, combine the first eight ingredients; mix well. Cut steak horizontally from a long edge to within 1/2 in. of opposite edge; open (like a book) and flatten to 1/2-in. thickness. Spread spinach mixture over the steak to within 1 in. of edges. Roll up, jelly-roll style, starting with a long side; tie with kitchen string."", ""Place in a greased 13-in. x 9-in. baking dish. Cover and bake at 350\u00b0 for 1 hour. Uncover; bake 30-45 minutes longer or until tender. Let stand for 10-15 minutes. Cut into 1/2-in. slices.""]",www.tasteofhome.com/recipes/spinach-stuffed-steak/,Gathered,"[""spinach"", ""red peppers"", ""egg"", ""bread crumbs"", ""Parmesan cheese"", ""sunflower kernels"", ""garlic"", ""salt""]"
1489236,Spinach-Stuffed Mushrooms,"[""1/2 pound fresh torn spinach"", ""2 tablespoons water"", ""3/4 cup reduced-fat ricotta cheese"", ""3 tablespoons butter, softened"", ""1 egg"", ""2/3 cup grated Parmesan cheese"", ""1/2 cup water chestnuts, chopped"", ""1/3 cup finely chopped pecans, divided"", ""56 large fresh mushrooms (about 3-1/2 pounds)"", ""Refrigerated butter-flavored spray""]","[""In a large saucepan, bring spinach and water to a boil. Reduce heat; cover and cook for 3 minutes. Drain; squeeze dry and finely chop. In a large bowl, beat ricotta and butter until smooth. Beat in egg. Stir in Parmesan cheese, water chestnuts, 3 tablespoons pecans and chopped spinach."", ""Remove stems from mushrooms (discard or save for another use). Spray inside of mushroom caps with butter-flavored spray. Place caps on a"", ""coated with cooking spray. Stuff with spinach mixture; sprinkle with remaining pecans."", ""Bake, uncovered, at 400\u00b0 for 15-20 minutes or until lightly browned.""]",www.tasteofhome.com/recipes/spinach-stuffed-mushrooms/,Gathered,"[""torn spinach"", ""water"", ""ricotta cheese"", ""butter"", ""egg"", ""Parmesan cheese"", ""water chestnuts"", ""pecans"", ""mushrooms"", ""butter""]"
1489237,Greens With Mustard Vinaigrette,"[""1 tablespoon olive oil"", ""2 teaspoons apple juice"", ""1 teaspoon red wine vinegar"", ""1/2 to 1 teaspoon lemon juice"", ""1/2 teaspoon Dijon mustard"", ""1 cup torn mixed salad greens"", ""Tomato wedges""]","[""In a small bowl, whisk the first five ingredients. Just before serving, place salad greens and tomato in a small bowl; drizzle with vinaigrette.""]",www.tasteofhome.com/recipes/greens-with-mustard-vinaigrette/,Gathered,"[""olive oil"", ""apple juice"", ""red wine vinegar"", ""lemon juice"", ""mustard"", ""Tomato wedges""]"
1489238,Marjoram Mushroom Soup,"[""1 large potato, peeled and diced"", ""1 large leek (white portion only), chopped"", ""1 medium onion, diced"", ""2 tablespoons canola oil"", ""1/2 pound sliced fresh mushrooms"", ""4 cups chicken broth or vegetable broth"", ""1 tablespoon minced fresh marjoram or 1 teaspoon dried marjoram, divided"", ""1 cup sour cream"", ""2 tablespoons butter"", ""Salt and pepper to taste""]","[""In a Dutch oven, saute the potato, leek and onion in oil for 4 minutes. Add mushrooms and cook for 2 minutes. Stir in broth and half of the marjoram. Cover and simmer for 10 minutes or until potato is tender. Cool slightly."", ""Puree in small batches in a blender; return all to pan. Whisk in sour cream and butter; season with salt and pepper. Heat through but do not boil. Just before serving, sprinkle with remaining marjoram.""]",www.tasteofhome.com/recipes/marjoram-mushroom-soup/,Gathered,"[""potato"", ""onion"", ""canola oil"", ""mushrooms"", ""chicken broth"", ""fresh marjoram"", ""sour cream"", ""butter"", ""Salt""]"
1489239,Garlic Chicken With Herbs,"[""4 boneless skinless chicken thighs (about 1 pound)"", ""1/2 teaspoon salt"", ""1/4 teaspoon pepper"", ""1 tablespoon butter"", ""10 garlic cloves, peeled and halved"", ""1/4 cup white wine or chicken broth"", ""1-1/2 teaspoons minced fresh rosemary"", ""1/2 teaspoon minced fresh sage"", ""1 cup chicken broth"", ""Hot cooked rice of your choice""]","[""Sprinkle chicken with salt and pepper. In a large skillet, heat butter over medium-high heat; brown chicken on both sides. Remove from pan, reserving drippings."", ""In same skillet, saute garlic in drippings over medium-high heat until light golden brown. Add wine and herbs; bring to a boil, stirring to loosen browned bits from pan. Cook until mixture is almost evaporated. Add broth and chicken; bring to a boil. Reduce heat; simmer, covered, until a thermometer inserted in chicken reads at least 170\u00b0, 10-12 minutes."", ""To serve, spoon pan juices over chicken. Serve with rice.""]",www.tasteofhome.com/recipes/garlic-chicken-with-herbs/,Gathered,"[""chicken"", ""salt"", ""pepper"", ""butter"", ""garlic"", ""white wine"", ""fresh rosemary"", ""fresh sage"", ""chicken broth"", ""rice""]"
1489240,Lemon-Garlic Grilled Chicken,"[""2 tablespoons lemon juice"", ""2 tablespoons olive oil"", ""1 garlic clove, minced"", ""1/2 teaspoon dried oregano"", ""1/8 teaspoon cayenne pepper"", ""4 boneless skinless chicken breast halves (4 ounces each)""]","[""In a large resealable plastic bag, combine the first five ingredients; add chicken. Seal bag and turn to coat; refrigerate for up to 1 hour."", ""Drain and discard marinade. Using long-handled tongs, moisten a paper towel with cooking oil and lightly coat the grill rack. Grill chicken, covered, over medium heat or broil 4 in. from the heat for 4-7 minutes on each side or until juices run clear.""]",www.tasteofhome.com/recipes/lemon-garlic-grilled-chicken/,Gathered,"[""lemon juice"", ""olive oil"", ""garlic"", ""oregano"", ""cayenne pepper"", ""chicken breast halves""]"
1489241,Apple Bread Pudding With Caramel Sauce,"[""3/4 cup butter, cubed"", ""4 cups chopped peeled tart apples (about 4 medium)"", ""2 cups sugar"", ""1/2 cup raisins"", ""1/2 cup chopped walnuts"", ""3 teaspoons ground cinnamon"", ""2 teaspoons vanilla extract"", ""6 large eggs"", ""2-1/2 cups 2% milk"", ""1-1/2 cups plus 2 tablespoons sugar, divided"", ""1 cup heavy whipping cream"", ""1-1/2 teaspoons vanilla extract"", ""Dash ground nutmeg"", ""1 loaf (1 pound) French bread, cut into 1-inch cubes"", ""1 cup sugar"", ""1/4 cup water"", ""1 cup heavy whipping cream"", ""2 tablespoons butter""]","[""Preheat oven to 350\u00b0. In a large skillet, heat butter over medium heat. Add apples, sugar, raisins, walnuts and cinnamon; bring just to a boil, stirring constantly. Reduce heat; simmer, uncovered, until apples are tender, stirring occasionally. Remove from heat; stir in vanilla."", ""For bread pudding, in a large bowl, whisk eggs, milk, 1-1/2 cups sugar, cream, vanilla and nutmeg until blended. Stir in bread cubes and apple mixture. Transfer to a greased 13x9-in. baking dish. Sprinkle with remaining sugar. Bake, uncovered, 40-45 minutes or until a knife inserted in the center comes out clean."", ""For caramel sauce, in a small heavy saucepan, combine sugar and water; stir gently to moisten all the sugar. Cook over medium-low heat, gently swirling pan occasionally, until sugar is dissolved. Cover; bring to a boil over medium-high heat. Cook 1 minute."", ""Uncover pan; continue to boil until syrup turns a medium amber color. Immediately remove from heat and carefully stir in cream and butter. Serve with warm bread pudding.""]",www.tasteofhome.com/recipes/apple-bread-pudding-with-caramel-sauce/,Gathered,"[""butter"", ""tart apples"", ""sugar"", ""raisins"", ""walnuts"", ""ground cinnamon"", ""vanilla"", ""eggs"", ""milk"", ""sugar"", ""heavy whipping cream"", ""vanilla"", ""ground nutmeg"", ""bread"", ""sugar"", ""water"", ""heavy whipping cream"", ""butter""]"
1489242,Baked Mushroom Chicken,"[""4 boneless skinless chicken breast halves (1 pound)"", ""1/4 cup all-purpose flour"", ""3 tablespoons butter, divided"", ""1 cup sliced fresh mushrooms"", ""1/2 cup chicken broth"", ""1/4 teaspoon salt"", ""1/8 teaspoon pepper"", ""1/3 cup shredded part-skim mozzarella cheese"", ""1/3 cup grated Parmesan cheese"", ""1/4 cup sliced green onions""]","[""Flatten each chicken breast half to 1/4-in. thickness. Place flour in a shallow bowl. Dip chicken in flour to coat both sides; shake off excess."", ""In a large skillet, brown chicken in 2 tablespoons butter on both sides. Transfer to a greased 11x7-in. baking dish. In the same skillet, saute mushrooms in the remaining butter until tender. Add the broth, salt and pepper. Bring to a boil; cook until liquid is reduced to 1/2 cup, about 5 minutes. Spoon over chicken."", ""Bake, uncovered, at 375\u00b0 until chicken is no longer pink, about 15 minutes. Sprinkle with cheeses and green onions. Bake until cheese is melted, about 5 minutes longer.""]",www.tasteofhome.com/recipes/baked-mushroom-chicken/,Gathered,"[""chicken breast halves"", ""all-purpose"", ""butter"", ""mushrooms"", ""chicken broth"", ""salt"", ""pepper"", ""mozzarella cheese"", ""Parmesan cheese"", ""green onions""]"
1489243,Long Boy Cheeseburgers,"[""1 pound lean ground beef"", ""1 teaspoon salt"", ""1 teaspoon pepper"", ""1 tablespoon Worcestershire sauce"", ""1/4 cup ketchup"", ""1/4 cup chopped onion"", ""1/2 cup crushed cornflakes"", ""1/2 cup heavy whipping cream"", ""2 loaves brown 'n' serve French bread"", ""1 cup shredded cheddar cheese""]","[""In a 2-quart bowl, mix together first eight ingredients. Cut each loaf of bread in half lengthwise; spread one-fourth of meat mixture over each half, covering all the way to edges. Place on"", ""."", ""Bake at 350\u00b0 for about 25 minutes or until meat is cooked, sprinkling with cheese during the last 5 minutes of baking. Cut into slices to serve.""]",www.tasteofhome.com/recipes/long-boy-cheeseburgers/,Gathered,"[""ground beef"", ""salt"", ""pepper"", ""Worcestershire sauce"", ""ketchup"", ""onion"", ""cornflakes"", ""heavy whipping cream"", ""bread"", ""cheddar cheese""]"
1489244,Sweet Potato Crescents,"[""2 packages (1/4 ounce each) active dry yeast"", ""1 cup warm water (110\u00b0 to 115\u00b0)"", ""1 can (15-3/4 ounces) cut sweet potatoes, drained and mashed"", ""1/2 cup sugar"", ""1/2 cup shortening"", ""1 large egg"", ""1-1/2 teaspoons salt"", ""5 to 5-1/2 cups all-purpose flour"", ""1/4 cup butter, melted""]","[""In a large bowl, dissolve yeast in water; let stand for 5 minutes. Beat in the sweet potatoes, sugar, shortening, egg, salt and 3 cups flour. Add enough remaining flour to form a stiff dough."", ""Turn onto a floured surface; knead until smooth and elastic, 6-8 minutes. Place in a greased bowl, turning once to grease top. Cover and let rise in a warm place until doubled, about 1 hour."", ""Punch dough down; divide into thirds. Roll each portion into a 12-in. circle; cut each into 12 wedges. Brush with butter. Roll up from the wide end and place, pointed end down, 2 in. apart on greased"", "". Cover and let rise until doubled, about 40 minutes."", ""Bake at 375\u00b0 for 13-15 minutes or until golden brown. Remove from pans to wire racks.""]",www.tasteofhome.com/recipes/sweet-potato-crescents/,Gathered,"[""active dry yeast"", ""warm water"", ""sweet potatoes"", ""sugar"", ""shortening"", ""egg"", ""salt"", ""flour"", ""butter""]"
1489245,Chicken-Fried Steak With Gravy,"[""3/4 cup all-purpose flour"", ""1/4 teaspoon pepper"", ""1 pound beef round steak, cut into serving-size pieces"", ""1/2 cup fat-free milk"", ""2 tablespoons canola oil"", ""2 tablespoons water"", ""4-1/2 teaspoons all-purpose flour"", ""3/4 cup fat-free milk"", ""1/8 teaspoon pepper""]","[""In a shallow bowl, combine flour and pepper. Add beef; turn to coat. Remove meat and pound with a mallet to tenderize. Pour milk into another shallow bowl. Heat oil in a skillet. Dip meat in milk, then coat again in flour mixture; add to skillet. Cover and cook over low heat for 10 minutes on each side or until meat is no longer pink. Remove and keep warm."", ""For gravy, add water to skillet; stir to loosen browned bits from pan. In a small bowl, combine the flour, milk and pepper until smooth. Gradually stir into skillet. Bring to a boil; cook and stir for 1-2 minutes or until thickened. Serve with steak.""]",www.tasteofhome.com/recipes/chicken-fried-steak-with-gravy/,Gathered,"[""flour"", ""pepper"", ""steak"", ""milk"", ""canola oil"", ""water"", ""flour"", ""milk"", ""pepper""]"
